station_id,station_name,latitude,longitude,city,state,zip_code,grid_region,utility_zone,max_capacity_kw,total_connectors,pricing_tier,station_type,install_date
STN-0169,Waltham Charging Hub 169,42.344835,-71.175541,Quincy,MA,02140,ISONE_BOSTON,NATIONAL_GRID,50,6,standard,urban_garage,2024-04-24
STN-0170,Cambridge Charging Hub 170,42.348323,-71.081632,Revere,MA,02150,ISONE_BOSTON,NSTAR,50,6,economy,suburban_lot,2024-11-06
STN-0171,Medford Charging Hub 171,42.28464,-71.091537,Medford,MA,02188,ISONE_BOSTON,NSTAR,50,4,economy,suburban_lot,2025-01-10
STN-0172,Brookline Charging Hub 172,42.329701,-71.046037,Boston,MA,02148,ISONE_BOSTON,EVERSOURCE_EAST,150,7,economy,urban_garage,2025-05-02
STN-0173,Brookline Charging Hub 173,42.377019,-71.188674,Newton,MA,02153,ISONE_BOSTON,NSTAR,150,6,premium,suburban_lot,2022-06-14
STN-0174,Medford Charging Hub 174,42.324923,-71.043535,Waltham,MA,02151,ISONE_BOSTON,NSTAR,100,7,premium,workplace,2024-02-24
STN-0175,Waltham Charging Hub 175,42.350627,-70.985878,Revere,MA,02131,ISONE_BOSTON,NATIONAL_GRID,100,6,standard,urban_garage,2022-06-22
STN-0176,Medford Charging Hub 176,42.381739,-71.159266,Revere,MA,02199,ISONE_BOSTON,EVERSOURCE_EAST,50,7,premium,urban_garage,2025-01-24
STN-0177,Quincy Charging Hub 177,42.264114,-71.039395,Revere,MA,02163,ISONE_BOSTON,EVERSOURCE_EAST,50,4,economy,workplace,2025-06-17
STN-0178,Somerville Charging Hub 178,42.255302,-71.053556,Boston,MA,02126,ISONE_BOSTON,NATIONAL_GRID,150,10,premium,suburban_lot,2022-03-03
STN-0179,Quincy Charging Hub 179,42.438046,-71.056131,Quincy,MA,02157,ISONE_BOSTON,NATIONAL_GRID,50,8,standard,urban_garage,2025-06-12
STN-0180,Cambridge Charging Hub 180,42.327634,-71.039178,Revere,MA,02125,ISONE_BOSTON,NATIONAL_GRID,100,7,premium,urban_garage,2024-04-04
STN-0181,Somerville Charging Hub 181,42.341651,-71.063596,Medford,MA,02174,ISONE_BOSTON,EVERSOURCE_EAST,150,8,premium,highway_rest_stop,2025-04-20
STN-0182,Medford Charging Hub 182,42.438293,-71.103474,Brookline,MA,02123,ISONE_BOSTON,NSTAR,50,7,standard,urban_garage,2025-02-26
STN-0183,Quincy Charging Hub 183,42.442238,-70.973662,Quincy,MA,02198,ISONE_BOSTON,NSTAR,150,8,premium,suburban_lot,2024-03-23
STN-0184,Somerville Charging Hub 184,42.289158,-71.18266,Quincy,MA,02173,ISONE_BOSTON,NSTAR,50,5,standard,suburban_lot,2023-08-01
STN-0185,Revere Charging Hub 185,42.270156,-71.195445,Quincy,MA,02167,ISONE_BOSTON,NATIONAL_GRID,50,8,standard,urban_garage,2022-05-13
STN-0186,Medford Charging Hub 186,42.268889,-71.029248,Malden,MA,02160,ISONE_BOSTON,EVERSOURCE_EAST,50,5,premium,workplace,2022-08-15
STN-0187,Quincy Charging Hub 187,42.264238,-71.120256,Somerville,MA,02178,ISONE_BOSTON,NATIONAL_GRID,150,5,standard,suburban_lot,2025-09-28
STN-0188,Cambridge Charging Hub 188,42.418975,-71.194182,Malden,MA,02127,ISONE_BOSTON,EVERSOURCE_EAST,200,7,premium,highway_rest_stop,2023-06-17
STN-0189,Cambridge Charging Hub 189,42.412894,-71.129536,Newton,MA,02133,ISONE_BOSTON,NATIONAL_GRID,100,5,economy,workplace,2024-10-18
STN-0190,Somerville Charging Hub 190,42.273633,-71.025816,Revere,MA,02182,ISONE_BOSTON,NSTAR,200,11,economy,highway_rest_stop,2024-10-02
STN-0191,Boston Charging Hub 191,42.375789,-70.980632,Cambridge,MA,02113,ISONE_BOSTON,NATIONAL_GRID,150,6,economy,suburban_lot,2023-10-14
STN-0192,Boston Charging Hub 192,42.397014,-70.99913,Medford,MA,02188,ISONE_BOSTON,NATIONAL_GRID,100,9,premium,suburban_lot,2025-04-26
STN-0193,Waltham Charging Hub 193,42.306407,-71.15564,Newton,MA,02166,ISONE_BOSTON,NSTAR,150,4,standard,suburban_lot,2025-07-16
STN-0194,Quincy Charging Hub 194,42.400123,-70.998291,Revere,MA,02126,ISONE_BOSTON,EVERSOURCE_EAST,150,6,economy,urban_garage,2024-07-05
STN-0195,Malden Charging Hub 195,42.448101,-71.096846,Malden,MA,02121,ISONE_BOSTON,EVERSOURCE_EAST,50,7,standard,suburban_lot,2024-08-08
STN-0196,Boston Charging Hub 196,42.324404,-71.005897,Newton,MA,02157,ISONE_BOSTON,NATIONAL_GRID,350,7,standard,highway_rest_stop,2024-10-24
STN-0197,Somerville Charging Hub 197,42.318161,-70.967311,Medford,MA,02173,ISONE_BOSTON,EVERSOURCE_EAST,100,6,premium,urban_garage,2022-02-13
STN-0198,Brookline Charging Hub 198,42.421683,-71.092751,Brookline,MA,02182,ISONE_BOSTON,EVERSOURCE_EAST,50,4,premium,urban_garage,2025-10-27
STN-0199,Medford Charging Hub 199,42.400174,-71.011364,Newton,MA,02176,ISONE_BOSTON,NSTAR,50,7,standard,suburban_lot,2024-12-12
